Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
222910.0,Apple Airpods Headphones,1.0,150.0,2026-07-19 16:51:00,"389 South St, Atlanta, GA 30301"
222911.0,Flatscreen TV,1.0,300.0,2005-07-19 08:55:00,"590 4th St, Seattle, WA 98101"
222912.0,AA Batteries (4-pack),1.0,3.8399999141693115,2029-07-19 12:41:00,"861 Hill St, Atlanta, GA 30301"
222913.0,AA Batteries (4-pack),1.0,3.8399999141693115,2028-07-19 10:15:00,"190 Ridge St, Atlanta, GA 30301"
222914.0,AAA Batteries (4-pack),5.0,2.990000009536743,2031-07-19 02:13:00,"824 Forest St, Seattle, WA 98101"
222915.0,Bose SoundSport Headphones,1.0,99.98999786376953,2003-07-19 18:30:00,"899 Elm St, San Francisco, CA 94016"
222916.0,Google Phone,1.0,600.0,2021-07-19 22:39:00,"745 Chestnut St, New York City, NY 10001"
222917.0,LG Dryer,1.0,600.0,2017-07-19 13:44:00,"490 Adams St, New York City, NY 10001"
222918.0,USB-C Charging Cable,1.0,11.949999809265137,2014-07-19 21:16:00,"207 1st St, Los Angeles, CA 90001"
222919.0,Lightning Charging Cable,1.0,14.949999809265137,2014-07-19 13:24:00,"29 Jefferson St, Dallas, TX 75001"
222920.0,AA Batteries (4-pack),1.0,3.8399999141693115,2030-07-19 04:42:00,"590 6th St, San Francisco, CA 94016"
222921.0,Lightning Charging Cable,1.0,14.949999809265137,2002-07-19 11:04:00,"960 Willow St, San Francisco, CA 94016"
222922.0,34in Ultrawide Monitor,1.0,379.989990234375,2020-07-19 21:12:00,"616 Chestnut St, Dallas, TX 75001"
222923.0,AAA Batteries (4-pack),1.0,2.990000009536743,2005-07-19 12:16:00,"105 Johnson St, Los Angeles, CA 90001"
222924.0,Bose SoundSport Headphones,1.0,99.98999786376953,2013-07-19 20:46:00,"444 Spruce St, San Francisco, CA 94016"
222925.0,Apple Airpods Headphones,1.0,150.0,2009-07-19 02:59:00,"764 Adams St, San Francisco, CA 94016"
222926.0,Lightning Charging Cable,2.0,14.949999809265137,2015-07-19 17:44:00,"577 Lakeview St, Los Angeles, CA 90001"
222927.0,Wired Headphones,1.0,11.989999771118164,2031-07-19 20:34:00,"244 Washington St, Los Angeles, CA 90001"
222928.0,Google Phone,1.0,600.0,2015-07-19 17:18:00,"524 Cherry St, San Francisco, CA 94016"
222929.0,Vareebadd Phone,1.0,400.0,2004-07-19 19:46:00,"882 Hickory St, Boston, MA 02215"
222930.0,Lightning Charging Cable,1.0,14.949999809265137,2020-07-19 20:57:00,"826 River St, San Francisco, CA 94016"
222931.0,USB-C Charging Cable,1.0,11.949999809265137,2018-07-19 09:21:00,"145 Pine St, Boston, MA 02215"
222932.0,Wired Headphones,1.0,11.989999771118164,2024-07-19 17:32:00,"386 Cedar St, Los Angeles, CA 90001"
222933.0,LG Dryer,1.0,600.0,2030-07-19 13:20:00,"76 2nd St, Los Angeles, CA 90001"
222934.0,AA Batteries (4-pack),2.0,3.8399999141693115,2003-07-19 23:51:00,"437 River St, Seattle, WA 98101"
222935.0,AAA Batteries (4-pack),1.0,2.990000009536743,2023-07-19 12:20:00,"118 9th St, San Francisco, CA 94016"
222936.0,27in FHD Monitor,1.0,149.99000549316406,2004-07-19 12:29:00,"483 West St, Boston, MA 02215"
222937.0,Lightning Charging Cable,2.0,14.949999809265137,2003-07-19 09:01:00,"538 North St, San Francisco, CA 94016"
222938.0,Flatscreen TV,1.0,300.0,2020-07-19 17:49:00,"523 Hickory St, Dallas, TX 75001"
222939.0,Apple Airpods Headphones,1.0,150.0,2017-07-19 21:53:00,"597 Madison St, Los Angeles, CA 90001"
222940.0,Wired Headphones,2.0,11.989999771118164,2005-07-19 15:06:00,"779 Maple St, San Francisco, CA 94016"
222941.0,Apple Airpods Headphones,1.0,150.0,2002-07-19 05:48:00,"631 Willow St, San Francisco, CA 94016"
222942.0,Lightning Charging Cable,1.0,14.949999809265137,2007-07-19 10:00:00,"424 Church St, Portland, OR 97035"
222943.0,Lightning Charging Cable,1.0,14.949999809265137,2020-07-19 23:39:00,"575 4th St, Seattle, WA 98101"
